Timestamp,Transaction_ID,Voltage,Current_Import,Power_Import,SoC,Label
2025-12-15 17:30:47.173621,1,400.0,17.37,6.948,20.03,1
2025-12-15 17:30:47.176270,1,400.0,16.813,6.725,20.03,1
2025-12-15 17:30:47.178366,1,400.0,18.179,7.272,20.03,1
2025-12-15 17:30:47.180048,1,400.0,17.117,6.847,20.03,1
2025-12-15 17:30:48.200253,1,400.0,17.585,7.034,20.03,1
2025-12-15 17:30:48.204908,1,400.0,17.435,6.974,20.03,1
2025-12-15 17:30:48.207102,1,400.0,17.717,7.087,20.03,1
2025-12-15 17:30:48.208689,1,400.0,17.502,7.001,20.03,1
2025-12-15 17:30:48.211432,1,400.0,17.633,7.053,20.03,1
2025-12-15 17:30:48.213130,1,400.0,17.799,7.12,20.03,1
2025-12-15 17:30:48.214867,1,400.0,17.183,6.873,20.03,1
2025-12-15 17:30:48.216523,1,400.0,17.396,6.958,20.03,1
2025-12-15 17:30:48.218109,1,400.0,17.627,7.051,20.03,1
2025-12-15 17:30:48.219621,1,400.0,17.846,7.138,20.03,1
2025-12-15 17:30:49.222392,1,400.0,17.165,6.866,20.03,1
2025-12-15 17:30:49.224941,1,400.0,17.574,7.03,20.03,1
2025-12-15 17:30:49.227514,1,400.0,16.938,6.775,20.03,1
2025-12-15 17:30:49.228965,1,400.0,16.877,6.751,20.03,1
2025-12-15 17:30:49.230831,1,400.0,17.592,7.037,20.03,1
2025-12-15 17:30:49.232856,1,400.0,17.213,6.885,20.03,1
2025-12-15 17:30:49.234435,1,400.0,17.901,7.16,20.03,1
2025-12-15 17:30:49.236021,1,400.0,17.368,6.947,20.03,1
2025-12-15 17:30:49.238128,1,400.0,18.196,7.278,20.03,1
2025-12-15 17:30:49.239655,1,400.0,17.176,6.87,20.03,1
2025-12-15 17:30:50.254002,1,400.0,18.2,7.28,20.04,1
2025-12-15 17:30:50.257006,1,400.0,17.211,6.885,20.04,1
2025-12-15 17:30:50.259215,1,400.0,17.832,7.133,20.04,1
2025-12-15 17:30:50.260747,1,400.0,18.105,7.242,20.04,1
2025-12-15 17:30:50.262842,1,400.0,16.756,6.702,20.04,1
2025-12-15 17:30:50.265113,1,400.0,17.027,6.811,20.04,1
2025-12-15 17:30:50.266757,1,400.0,16.863,6.745,20.04,1
2025-12-15 17:30:50.268390,1,400.0,16.76,6.704,20.04,1
2025-12-15 17:30:50.269892,1,400.0,17.55,7.02,20.04,1
2025-12-15 17:30:50.271445,1,400.0,17.057,6.823,20.04,1
2025-12-15 17:30:51.286311,1,400.0,16.967,6.787,20.04,1
2025-12-15 17:30:51.289006,1,400.0,16.9,6.76,20.04,1
2025-12-15 17:30:51.291216,1,400.0,17.124,6.85,20.04,1
2025-12-15 17:30:51.292830,1,400.0,17.541,7.016,20.04,1
2025-12-15 17:30:51.294711,1,400.0,18.149,7.26,20.04,1
2025-12-15 17:30:51.296486,1,400.0,17.136,6.854,20.04,1
2025-12-15 17:30:51.298382,1,400.0,16.98,6.792,20.04,1
2025-12-15 17:30:51.300567,1,400.0,17.841,7.136,20.04,1
2025-12-15 17:30:51.302280,1,400.0,17.468,6.987,20.04,1
2025-12-15 17:30:51.303918,1,400.0,18.14,7.256,20.04,1
2025-12-15 17:30:52.319313,1,400.0,17.23,6.892,20.04,1
2025-12-15 17:30:52.321511,1,400.0,16.985,6.794,20.04,1
2025-12-15 17:30:52.323098,1,400.0,17.533,7.013,20.04,1
2025-12-15 17:30:52.324897,1,400.0,17.819,7.128,20.04,1
2025-12-15 17:30:52.326973,1,400.0,18.007,7.203,20.04,1
2025-12-15 17:30:52.329255,1,400.0,16.922,6.769,20.04,1
2025-12-15 17:30:52.331455,1,400.0,17.93,7.172,20.04,1
2025-12-15 17:30:52.333097,1,400.0,16.911,6.764,20.04,1
2025-12-15 17:30:52.335132,1,400.0,17.407,6.963,20.04,1
2025-12-15 17:30:52.336765,1,400.0,17.442,6.977,20.04,1
2025-12-15 17:30:53.350124,1,400.0,17.343,6.937,20.05,1
2025-12-15 17:30:53.352403,1,400.0,17.512,7.005,20.04,1
2025-12-15 17:30:53.354252,1,400.0,17.891,7.157,20.05,1
2025-12-15 17:30:53.355629,1,400.0,17.983,7.193,20.05,1
2025-12-15 17:30:53.357149,1,400.0,17.628,7.051,20.05,1
2025-12-15 17:30:53.358639,1,400.0,17.514,7.005,20.04,1
2025-12-15 17:30:53.360620,1,400.0,18.223,7.289,20.05,1
2025-12-15 17:30:53.362812,1,400.0,17.524,7.01,20.05,1
2025-12-15 17:30:53.364207,1,400.0,17.63,7.052,20.05,1
2025-12-15 17:30:53.365675,1,400.0,18.186,7.275,20.05,1
2025-12-15 17:30:54.383801,1,400.0,17.335,6.934,20.05,1
2025-12-15 17:30:54.386760,1,400.0,17.236,6.894,20.05,1
2025-12-15 17:30:54.389174,1,400.0,17.507,7.003,20.05,1
2025-12-15 17:30:54.391023,1,400.0,17.782,7.113,20.05,1
2025-12-15 17:30:54.393137,1,400.0,17.211,6.884,20.05,1
2025-12-15 17:30:54.395413,1,400.0,16.978,6.791,20.05,1
2025-12-15 17:30:54.397535,1,400.0,17.046,6.818,20.05,1
2025-12-15 17:30:54.398972,1,400.0,17.486,6.994,20.05,1
2025-12-15 17:30:54.400636,1,400.0,17.767,7.107,20.05,1
2025-12-15 17:30:54.402819,1,400.0,18.065,7.226,20.05,1
2025-12-15 17:30:55.405887,1,400.0,17.691,7.076,20.05,1
2025-12-15 17:30:55.407622,1,400.0,17.684,7.074,20.05,1
2025-12-15 17:30:55.409106,1,400.0,17.091,6.836,20.05,1
2025-12-15 17:30:55.410769,1,400.0,17.736,7.094,20.05,1
2025-12-15 17:30:55.412155,1,400.0,17.047,6.819,20.05,1
2025-12-15 17:30:55.413911,1,400.0,17.571,7.028,20.05,1
2025-12-15 17:30:55.415415,1,400.0,16.911,6.764,20.05,1
2025-12-15 17:30:55.417704,1,400.0,18.122,7.249,20.05,1
2025-12-15 17:30:55.419451,1,400.0,17.751,7.1,20.05,1
2025-12-15 17:30:55.421315,1,400.0,18.158,7.263,20.05,1
2025-12-15 17:30:56.433485,1,400.0,17.972,7.189,20.06,1
2025-12-15 17:30:56.436547,1,400.0,17.721,7.088,20.05,1
2025-12-15 17:30:56.438737,1,400.0,17.659,7.064,20.06,1
2025-12-15 17:30:56.440902,1,400.0,16.757,6.703,20.06,1
2025-12-15 17:30:56.442563,1,400.0,17.937,7.175,20.06,1
2025-12-15 17:30:56.444255,1,400.0,17.357,6.943,20.05,1
2025-12-15 17:30:56.446091,1,400.0,16.825,6.73,20.05,1
2025-12-15 17:30:56.447760,1,400.0,17.184,6.874,20.05,1
2025-12-15 17:30:56.449304,1,400.0,16.772,6.709,20.06,1
2025-12-15 17:30:56.450917,1,400.0,18.129,7.252,20.06,1
2025-12-15 17:30:57.462125,1,400.0,18.062,7.225,20.06,1
2025-12-15 17:30:57.465012,1,400.0,17.962,7.185,20.06,1
2025-12-15 17:30:57.467070,1,400.0,17.723,7.089,20.06,1
2025-12-15 17:30:57.468869,1,400.0,16.77,6.708,20.06,1
2025-12-15 17:30:57.470992,1,400.0,16.794,6.718,20.06,1
2025-12-15 17:30:57.473366,1,400.0,18.164,7.266,20.06,1
2025-12-15 17:30:57.475054,1,400.0,17.98,7.192,20.06,1
2025-12-15 17:30:57.476736,1,400.0,17.049,6.82,20.06,1
2025-12-15 17:30:57.478891,1,400.0,16.845,6.738,20.06,1
2025-12-15 17:30:57.481068,1,400.0,18.236,7.294,20.06,1
2025-12-15 17:30:58.493507,1,400.0,17.893,7.157,20.06,1
2025-12-15 17:30:58.497535,1,400.0,17.763,7.105,20.06,1
2025-12-15 17:30:58.499872,1,400.0,17.684,7.074,20.06,1
2025-12-15 17:30:58.501795,1,400.0,17.265,6.906,20.06,1
2025-12-15 17:30:58.503888,1,400.0,17.788,7.115,20.06,1
2025-12-15 17:30:58.505586,1,400.0,16.824,6.73,20.06,1
2025-12-15 17:30:58.507468,1,400.0,17.47,6.988,20.06,1
2025-12-15 17:30:58.509041,1,400.0,16.857,6.743,20.06,1
2025-12-15 17:30:58.510438,1,400.0,17.398,6.959,20.06,1
2025-12-15 17:30:58.511876,1,400.0,16.805,6.722,20.06,1
2025-12-15 17:30:59.515181,1,400.0,17.698,7.079,20.07,1
2025-12-15 17:30:59.517348,1,400.0,18.1,7.24,20.06,1
2025-12-15 17:30:59.519200,1,400.0,16.908,6.763,20.06,1
2025-12-15 17:30:59.521405,1,400.0,17.249,6.9,20.06,1
2025-12-15 17:30:59.523557,1,400.0,17.602,7.041,20.07,1
2025-12-15 17:30:59.525739,1,400.0,16.958,6.783,20.06,1
2025-12-15 17:30:59.527980,1,400.0,16.987,6.795,20.06,1
2025-12-15 17:30:59.529988,1,400.0,17.569,7.028,20.06,1
2025-12-15 17:30:59.531930,1,400.0,17.692,7.077,20.07,1
2025-12-15 17:30:59.533314,1,400.0,17.239,6.895,20.07,1
2025-12-15 17:31:00.542638,1,400.0,17.023,6.809,20.07,1
2025-12-15 17:31:00.545030,1,400.0,17.603,7.041,20.07,1
2025-12-15 17:31:00.546703,1,400.0,17.925,7.17,20.07,1
2025-12-15 17:31:00.548359,1,400.0,17.966,7.186,20.07,1
2025-12-15 17:31:00.550246,1,400.0,16.919,6.767,20.07,1
2025-12-15 17:31:00.551932,1,400.0,17.808,7.123,20.07,1
2025-12-15 17:31:00.553612,1,400.0,16.853,6.741,20.07,1
2025-12-15 17:31:00.555687,1,400.0,17.198,6.879,20.07,1
2025-12-15 17:31:00.557380,1,400.0,17.42,6.968,20.07,1
2025-12-15 17:31:00.559213,1,400.0,17.316,6.926,20.07,1
2025-12-15 17:31:01.569741,1,400.0,17.556,7.022,20.07,1
2025-12-15 17:31:01.571625,1,400.0,17.054,6.822,20.07,1
2025-12-15 17:31:01.573191,1,400.0,17.543,7.017,20.07,1
2025-12-15 17:31:01.574969,1,400.0,17.945,7.178,20.07,1
2025-12-15 17:31:01.576616,1,400.0,18.005,7.202,20.07,1
2025-12-15 17:31:01.578308,1,400.0,17.728,7.091,20.07,1
2025-12-15 17:31:01.581200,1,400.0,16.894,6.757,20.07,1
2025-12-15 17:31:01.583171,1,400.0,16.895,6.758,20.07,1
2025-12-15 17:31:01.584705,1,400.0,16.802,6.721,20.07,1
2025-12-15 17:31:01.586341,1,400.0,17.539,7.016,20.07,1
2025-12-15 17:31:02.595540,1,400.0,16.782,6.713,20.07,1
2025-12-15 17:31:02.598319,1,400.0,17.992,7.197,20.07,1
2025-12-15 17:31:02.600560,1,400.0,17.219,6.888,20.07,1
2025-12-15 17:31:02.602390,1,400.0,17.067,6.827,20.07,1
2025-12-15 17:31:02.604468,1,400.0,17.053,6.821,20.07,1
2025-12-15 17:31:02.606493,1,400.0,17.975,7.19,20.07,1
2025-12-15 17:31:02.608235,1,400.0,17.875,7.15,20.07,1
2025-12-15 17:31:02.609967,1,400.0,17.534,7.013,20.07,1
2025-12-15 17:31:02.612262,1,400.0,17.756,7.102,20.07,1
2025-12-15 17:31:02.613896,1,400.0,17.8,7.12,20.08,1
2025-12-15 17:31:03.616845,1,400.0,17.123,6.849,20.08,1
2025-12-15 17:31:03.619328,1,400.0,17.212,6.885,20.08,1
2025-12-15 17:31:03.622018,1,400.0,17.686,7.074,20.08,1
2025-12-15 17:31:03.623861,1,400.0,17.409,6.964,20.08,1
2025-12-15 17:31:03.626194,1,400.0,16.975,6.79,20.08,1
2025-12-15 17:31:03.628769,1,400.0,16.798,6.719,20.08,1
2025-12-15 17:31:03.632199,1,400.0,18.113,7.245,20.08,1
2025-12-15 17:31:03.634930,1,400.0,16.844,6.738,20.08,1
2025-12-15 17:31:03.637907,1,400.0,17.692,7.077,20.08,1
2025-12-15 17:31:03.640830,1,400.0,18.006,7.203,20.08,1
2025-12-15 17:31:04.646805,1,400.0,17.758,7.103,20.08,1
2025-12-15 17:31:04.649073,1,400.0,17.891,7.156,20.08,1
2025-12-15 17:31:04.650844,1,400.0,17.913,7.165,20.08,1
2025-12-15 17:31:04.652520,1,400.0,17.908,7.163,20.08,1
2025-12-15 17:31:04.654443,1,400.0,17.877,7.151,20.08,1
2025-12-15 17:31:04.656464,1,400.0,17.814,7.126,20.08,1
2025-12-15 17:31:04.658606,1,400.0,17.855,7.142,20.08,1
2025-12-15 17:31:04.660489,1,400.0,17.628,7.051,20.08,1
2025-12-15 17:31:04.662148,1,400.0,18.096,7.238,20.08,1
2025-12-15 17:31:04.669386,1,400.0,17.317,6.927,20.08,1
2025-12-15 17:31:05.682431,1,400.0,17.053,6.821,20.08,1
2025-12-15 17:31:05.686040,1,400.0,17.031,6.812,20.08,1
2025-12-15 17:31:05.688450,1,400.0,17.338,6.935,20.08,1
2025-12-15 17:31:05.690273,1,400.0,17.14,6.856,20.08,1
2025-12-15 17:31:05.692085,1,400.0,17.928,7.171,20.08,1
2025-12-15 17:31:05.694788,1,400.0,17.238,6.895,20.08,1
2025-12-15 17:31:05.696414,1,400.0,17.146,6.859,20.08,1
2025-12-15 17:31:05.698287,1,400.0,17.524,7.009,20.08,1
2025-12-15 17:31:05.700701,1,400.0,17.766,7.107,20.08,1
2025-12-15 17:31:05.702618,1,400.0,16.807,6.723,20.08,1
2025-12-15 17:31:06.717556,1,400.0,17.687,7.075,20.09,1
2025-12-15 17:31:06.720628,1,400.0,17.26,6.904,20.09,1
2025-12-15 17:31:06.722432,1,400.0,17.382,6.953,20.09,1
2025-12-15 17:31:06.723945,1,400.0,17.338,6.935,20.09,1
2025-12-15 17:31:06.725518,1,400.0,18.183,7.273,20.09,1
2025-12-15 17:31:06.728137,1,400.0,17.739,7.096,20.09,1
2025-12-15 17:31:06.730374,1,400.0,17.01,6.804,20.09,1
2025-12-15 17:31:06.732546,1,400.0,17.52,7.008,20.09,1
2025-12-15 17:31:06.734209,1,400.0,18.187,7.275,20.09,1
2025-12-15 17:31:06.735760,1,400.0,18.058,7.223,20.09,1
2025-12-15 17:31:07.747247,1,400.0,17.968,7.187,20.09,1
2025-12-15 17:31:07.748980,1,400.0,16.806,6.723,20.09,1
2025-12-15 17:31:07.750667,1,400.0,17.072,6.829,20.09,1
2025-12-15 17:31:07.752595,1,400.0,17.153,6.861,20.09,1
2025-12-15 17:31:07.754533,1,400.0,17.185,6.874,20.09,1
2025-12-15 17:31:07.757302,1,400.0,16.982,6.793,20.09,1
2025-12-15 17:31:07.759078,1,400.0,17.521,7.008,20.09,1
2025-12-15 17:31:07.761166,1,400.0,16.83,6.732,20.09,1
2025-12-15 17:31:07.763487,1,400.0,17.649,7.06,20.09,1
2025-12-15 17:31:07.765263,1,400.0,17.403,6.961,20.09,1
2025-12-15 17:31:08.780530,1,400.0,17.79,7.116,20.09,1
2025-12-15 17:31:08.783187,1,400.0,17.496,6.999,20.09,1
2025-12-15 17:31:08.785058,1,400.0,16.899,6.76,20.09,1
2025-12-15 17:31:08.786523,1,400.0,18.073,7.229,20.09,1
2025-12-15 17:31:08.788694,1,400.0,17.858,7.143,20.09,1
2025-12-15 17:31:08.791390,1,400.0,16.948,6.779,20.09,1
2025-12-15 17:31:08.793104,1,400.0,17.08,6.832,20.09,1
2025-12-15 17:31:08.795174,1,400.0,18.184,7.274,20.09,1
2025-12-15 17:31:08.797144,1,400.0,16.971,6.788,20.09,1
2025-12-15 17:31:08.798948,1,400.0,17.304,6.921,20.09,1
2025-12-15 17:31:09.813392,1,400.0,17.012,6.805,20.1,1
2025-12-15 17:31:09.816448,1,400.0,17.494,6.998,20.1,1
2025-12-15 17:31:09.818516,1,400.0,17.239,6.896,20.1,1
2025-12-15 17:31:09.820249,1,400.0,17.803,7.121,20.1,1
2025-12-15 17:31:09.822036,1,400.0,17.319,6.927,20.1,1
2025-12-15 17:31:09.823779,1,400.0,17.179,6.872,20.1,1
2025-12-15 17:31:09.825674,1,400.0,17.995,7.198,20.1,1
2025-12-15 17:31:09.827204,1,400.0,17.779,7.112,20.1,1
2025-12-15 17:31:09.829045,1,400.0,17.284,6.913,20.1,1
2025-12-15 17:31:09.830763,1,400.0,16.805,6.722,20.1,1
2025-12-15 17:31:10.842153,1,400.0,17.669,7.068,20.1,1
2025-12-15 17:31:10.845029,1,400.0,17.273,6.909,20.1,1
2025-12-15 17:31:10.847041,1,400.0,17.995,7.198,20.1,1
2025-12-15 17:31:10.848821,1,400.0,17.432,6.973,20.1,1
2025-12-15 17:31:10.850947,1,400.0,18.188,7.275,20.1,1
2025-12-15 17:31:10.853324,1,400.0,17.154,6.862,20.1,1
2025-12-15 17:31:10.855079,1,400.0,17.027,6.811,20.1,1
2025-12-15 17:31:10.856741,1,400.0,16.785,6.714,20.1,1
2025-12-15 17:31:10.858435,1,400.0,17.577,7.031,20.1,1
2025-12-15 17:31:10.860392,1,400.0,16.815,6.726,20.1,1
2025-12-15 17:31:11.880367,1,400.0,17.149,6.86,20.1,1
2025-12-15 17:31:11.882945,1,400.0,17.053,6.821,20.1,1
2025-12-15 17:31:11.884995,1,400.0,17.26,6.904,20.1,1
2025-12-15 17:31:11.886685,1,400.0,17.935,7.174,20.1,1
2025-12-15 17:31:11.888609,1,400.0,17.33,6.932,20.1,1
2025-12-15 17:31:11.891018,1,400.0,18.147,7.259,20.1,1
2025-12-15 17:31:11.893285,1,400.0,18.063,7.225,20.1,1
2025-12-15 17:31:11.895585,1,400.0,17.365,6.946,20.1,1
2025-12-15 17:31:11.897123,1,400.0,17.44,6.976,20.1,1
2025-12-15 17:31:11.898860,1,400.0,17.054,6.821,20.1,1
2025-12-15 17:31:12.915291,1,400.0,18.135,7.254,20.11,1
2025-12-15 17:31:12.919370,1,400.0,16.826,6.73,20.11,1
2025-12-15 17:31:12.921895,1,400.0,16.852,6.741,20.11,1
2025-12-15 17:31:12.924121,1,400.0,17.154,6.862,20.11,1
2025-12-15 17:31:12.925726,1,400.0,17.362,6.945,20.11,1
2025-12-15 17:31:12.927365,1,400.0,16.818,6.727,20.11,1
2025-12-15 17:31:12.928919,1,400.0,17.222,6.889,20.11,1
2025-12-15 17:31:12.930866,1,400.0,17.664,7.065,20.11,1
2025-12-15 17:31:12.932358,1,400.0,17.978,7.191,20.11,1
2025-12-15 17:31:12.933778,1,400.0,17.152,6.861,20.11,1
2025-12-15 17:31:13.942490,1,400.0,17.019,6.808,20.11,1
2025-12-15 17:31:13.945220,1,400.0,17.018,6.807,20.11,1
2025-12-15 17:31:13.947516,1,400.0,17.403,6.961,20.11,1
2025-12-15 17:31:13.949590,1,400.0,17.757,7.103,20.11,1
2025-12-15 17:31:13.951812,1,400.0,18.189,7.276,20.11,1
2025-12-15 17:31:13.953717,1,400.0,17.542,7.017,20.11,1
2025-12-15 17:31:13.956334,1,400.0,17.96,7.184,20.11,1
2025-12-15 17:31:13.958166,1,400.0,17.986,7.194,20.11,1
2025-12-15 17:31:13.959726,1,400.0,17.911,7.164,20.11,1
2025-12-15 17:31:13.961844,1,400.0,17.539,7.015,20.11,1
2025-12-15 17:31:14.966079,1,400.0,17.712,7.085,20.11,1
2025-12-15 17:31:14.968564,1,400.0,17.624,7.05,20.11,1
2025-12-15 17:31:14.970385,1,400.0,18.101,7.24,20.11,1
2025-12-15 17:31:14.972072,1,400.0,17.428,6.971,20.11,1
2025-12-15 17:31:14.973841,1,400.0,16.86,6.744,20.11,1
2025-12-15 17:31:14.975515,1,400.0,17.303,6.921,20.11,1
2025-12-15 17:31:14.977821,1,400.0,17.158,6.863,20.11,1
2025-12-15 17:31:14.979379,1,400.0,17.123,6.849,20.11,1
2025-12-15 17:31:14.980976,1,400.0,17.486,6.994,20.11,1
2025-12-15 17:31:14.982478,1,400.0,17.723,7.089,20.11,1
2025-12-15 17:31:15.997344,1,400.0,17.653,7.061,20.12,1
2025-12-15 17:31:16.000168,1,400.0,17.754,7.102,20.12,1
2025-12-15 17:31:16.001626,1,400.0,17.753,7.101,20.12,1
2025-12-15 17:31:16.003395,1,400.0,18.027,7.211,20.12,1
2025-12-15 17:31:16.004937,1,400.0,17.039,6.816,20.12,1
2025-12-15 17:31:16.007146,1,400.0,17.494,6.997,20.12,1
2025-12-15 17:31:16.008870,1,400.0,18.18,7.272,20.12,1
2025-12-15 17:31:16.011780,1,400.0,17.626,7.05,20.12,1
2025-12-15 17:31:16.013921,1,400.0,17.188,6.875,20.12,1
2025-12-15 17:31:16.015890,1,400.0,18.216,7.287,20.12,1
2025-12-15 17:31:17.022687,1,400.0,18.158,7.263,20.12,1
2025-12-15 17:31:17.025401,1,400.0,16.971,6.788,20.12,1
2025-12-15 17:31:17.027137,1,400.0,17.647,7.059,20.12,1
2025-12-15 17:31:17.028540,1,400.0,17.509,7.003,20.12,1
2025-12-15 17:31:17.030991,1,400.0,17.286,6.914,20.12,1
2025-12-15 17:31:17.033774,1,400.0,18.175,7.27,20.12,1
2025-12-15 17:31:17.035337,1,400.0,17.787,7.115,20.12,1
2025-12-15 17:31:17.036911,1,400.0,17.954,7.181,20.12,1
2025-12-15 17:31:17.039114,1,400.0,17.912,7.165,20.12,1
2025-12-15 17:31:17.041010,1,400.0,18.0,7.2,20.12,1
2025-12-15 17:31:18.053281,1,400.0,17.362,6.945,20.12,1
2025-12-15 17:31:18.055627,1,400.0,17.394,6.958,20.12,1
2025-12-15 17:31:18.057275,1,400.0,16.875,6.75,20.12,1
2025-12-15 17:31:18.058706,1,400.0,16.777,6.711,20.12,1
2025-12-15 17:31:18.060122,1,400.0,17.826,7.13,20.12,1
2025-12-15 17:31:18.061389,1,400.0,17.347,6.939,20.12,1
2025-12-15 17:31:18.062744,1,400.0,17.747,7.099,20.12,1
2025-12-15 17:31:18.064155,1,400.0,17.983,7.193,20.12,1
2025-12-15 17:31:18.065584,1,400.0,17.271,6.908,20.12,1
2025-12-15 17:31:18.067203,1,400.0,17.645,7.058,20.12,1
2025-12-15 17:31:19.080099,1,400.0,16.812,6.725,20.13,1
2025-12-15 17:31:19.082008,1,400.0,17.455,6.982,20.13,1
2025-12-15 17:31:19.083410,1,400.0,17.308,6.923,20.13,1
2025-12-15 17:31:19.085075,1,400.0,17.998,7.199,20.13,1
2025-12-15 17:31:19.086652,1,400.0,17.494,6.998,20.13,1
2025-12-15 17:31:19.088944,1,400.0,17.206,6.882,20.13,1
